City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,dalandzadgad,43.5708,104.425,-8.92,67,8,3.29,MN,1709682913
286,las heras,-46.5419,-68.9359,17.08,34,92,13.46,AR,1709683217
287,vidyayevo,69.3191,32.8049,-2.13,88,100,2.54,RU,1709683399
288,egilsstadir,65.2653,-14.3948,5.95,75,75,1.54,IS,1709682974
289,toliara,-23.35,43.6667,25.33,91,100,5.96,MG,1709683400
290,coquimbo,-29.9533,-71.3436,18.85,77,75,3.6,CL,1709682950
291,tezu,27.9167,96.1667,14.62,53,43,1.96,IN,1709683400
292,maluso,6.543,121.8753,27.05,72,33,0.43,PH,1709683400
293,la'ie,21.6477,-157.9253,26.98,66,15,6.71,US,1709683400
294,suntar,62.1444,117.6319,-19.56,99,100,1.48,RU,1709683401
295,tadine,-21.55,167.8833,27.34,79,100,5.56,NC,1709683401
296,gazli,40.1333,63.45,6.59,49,100,1.67,UZ,1709683401
297,conde,-7.2597,-34.9075,27.7,89,40,0.51,BR,1709682922
298,binzhou,37.3667,118.0167,1.54,46,100,3.0,CN,1709683401
299,pires do rio,-17.2997,-48.2794,21.41,80,34,1.93,BR,1709683402
300,pisco,-13.7,-76.2167,25.03,73,0,8.23,PE,1709682999
301,el granada,37.5027,-122.4694,16.43,82,100,8.75,US,1709682979
302,itamaraca,-7.7478,-34.8256,30.03,76,94,4.6,BR,1709683402
303,kodiak,57.79,-152.4072,1.73,93,100,2.57,US,1709682910
304,embrun,44.5639,6.4953,1.81,93,96,1.71,FR,1709683403
305,geraldton,-28.7667,114.6,27.23,61,0,5.66,AU,1709682978
306,takoradi,4.8845,-1.7554,26.88,86,85,1.4,GH,1709683403
307,labytnangi,66.6572,66.4183,-26.37,92,95,1.6,RU,1709683403
308,tsiombe,-25.3,45.4833,24.3,93,100,2.43,MG,1709683034
309,bam,29.106,58.357,10.12,69,15,5.19,IR,1709683403
310,guiuan,11.0333,125.7247,27.1,78,100,3.94,PH,1709683404
311,chilecito,-29.1619,-67.4974,22.49,62,85,3.06,AR,1709683225
312,camapua,-19.5314,-54.0439,24.62,71,49,1.74,BR,1709683404
313,mersing,2.4312,103.8405,24.95,94,20,2.06,MY,1709683404
314,veraval,20.9,70.3667,20.19,27,8,4.36,IN,1709682972
315,odda,60.0691,6.5457,0.14,70,73,4.14,NO,1709683405
316,luderitz,-26.6481,15.1594,15.71,81,2,3.86,NA,1709683026
317,beloomut,54.9448,39.3394,-11.59,98,67,2.59,RU,1709683405
318,laranjeiras do sul,-25.4078,-52.4161,18.96,98,86,0.55,BR,1709683302
319,ust-nera,64.5667,143.2,-19.66,97,98,1.67,RU,1709682973
320,gadzhiyevo,69.2551,33.3362,-2.05,87,100,2.62,RU,1709682930
321,novo selo,41.4139,22.8811,7.61,85,29,1.76,MK,1709683406
322,errachidia,31.9275,-4.4285,17.03,17,0,1.03,MA,1709683407
323,hithadhoo,-0.6,73.0833,28.07,78,100,4.64,MV,1709682926
324,merizo village,13.2658,144.6691,28.88,82,11,8.01,GU,1709682971
325,steinbach,50.1667,8.5667,7.54,91,20,1.54,DE,1709683407
326,aswan,24.0934,32.907,20.61,14,0,2.57,EG,1709682963
327,port blair,11.6667,92.75,23.02,94,100,1.03,IN,1709683408
328,zandvoort,52.3749,4.5341,7.21,94,75,1.54,NL,1709683408
329,souillac,-20.5167,57.5167,26.21,83,75,5.66,MU,1709683408
330,javea,38.7833,0.1667,14.36,63,1,0.89,ES,1709683409
331,utrik,11.2278,169.8474,26.28,73,92,11.35,MH,1709682929
332,novyy urengoy,66.0833,76.6333,-18.55,96,100,7.34,RU,1709683409
333,ilinge,-31.9768,27.0427,10.26,86,2,1.31,ZA,1709683409
334,chernomorskoye,45.5039,32.6997,5.67,93,100,6.53,UA,1709683409
335,cooper's town,26.8667,-77.5167,23.48,83,97,5.7,BS,1709683410
336,kichmengskiy gorodok,59.9816,45.7854,-8.92,95,97,2.24,RU,1709683410
337,whangarei,-35.7317,174.3239,21.29,45,69,2.86,NZ,1709683410
338,tromso,69.6496,18.957,-2.99,86,0,0.0,NO,1709683410
339,ouezzane,34.7971,-5.5822,10.98,79,100,1.14,MA,1709683411
340,esmeraldas,-19.7625,-44.3139,24.17,87,53,1.45,BR,1709683270
341,omutinskiy,56.4745,67.6709,-16.3,100,90,1.85,RU,1709683411
342,undurkhaan,47.3194,110.6556,-22.62,99,85,1.34,MN,1709683411
343,amasra,41.7463,32.3863,9.25,95,100,3.96,TR,1709683411
344,uzhur,55.3036,89.8339,-4.74,88,100,2.73,RU,1709683126
345,strelka,58.0728,93.0344,-4.88,92,100,4.12,RU,1709683412
346,dazuocun,24.8862,118.9643,15.41,94,60,10.7,CN,1709683412
347,bubaque,11.2833,-15.8333,25.78,70,22,6.45,GW,1709682959
348,borogontsy,62.6683,131.1683,-26.09,100,100,0.31,RU,1709683412
349,trat,12.5,102.5,25.11,90,40,0.37,TH,1709683413
350,yeniseysk,58.4497,92.1703,-5.03,90,100,3.13,RU,1709683413
351,mil'kovo,55.6078,37.7956,-3.73,98,65,2.59,RU,1709683413
352,porto novo,6.4965,2.6036,28.9,84,92,3.88,BJ,1709682957
353,lafiagi,8.8667,5.4167,31.76,47,95,3.21,NG,1709683413
354,kerema,-7.9631,145.7785,29.81,67,98,1.18,PG,1709683413
355,palmer,42.1584,-72.3287,7.18,85,100,4.12,US,1709683034
356,kidal,18.4411,1.4078,23.23,9,43,4.71,ML,1709683414
357,villa dolores,-31.9459,-65.1896,20.38,60,38,2.46,AR,1709683415
358,zambezi,-13.5432,23.1047,18.92,93,100,1.57,ZM,1709683415
359,morehead city,34.7229,-76.726,17.01,89,0,3.09,US,1709683415
360,lazaro cardenas,17.9583,-102.2,26.25,59,63,4.59,MX,1709682977
361,celestun,20.8667,-90.4,25.91,80,22,4.5,MX,1709683415
362,saint-joseph,-21.3667,55.6167,25.21,85,76,4.92,RE,1709682987
363,duba,27.3513,35.6901,21.48,51,0,2.02,SA,1709683416
364,san nicolas de los arroyos,-33.3358,-60.2252,18.17,60,0,0.61,AR,1709683416
365,port lincoln,-34.7333,135.8667,22.07,59,100,4.14,AU,1709682940
366,ola,59.5833,151.2833,-12.92,66,100,3.76,RU,1709683416
367,rice lake,45.5061,-91.7382,7.18,30,40,0.0,US,1709683387
368,beidaihehaibin,39.8222,119.5181,0.73,41,69,4.52,CN,1709683417
369,frontera,26.9333,-101.45,31.85,17,0,0.45,MX,1709683417
370,cape coast,5.1053,-1.2466,25.83,82,94,2.85,GH,1709683417
371,tulun,54.5611,100.5792,-17.88,100,99,1.81,RU,1709683417
372,banff,51.1762,-115.5698,-12.79,78,100,1.54,CA,1709683395
373,oranjemund,-28.55,16.4333,16.07,87,5,2.77,NA,1709683418
374,peace river,56.2501,-117.286,-11.83,66,20,4.12,CA,1709683418
375,minas de marcona,-15.2119,-75.1103,19.65,78,99,4.92,PE,1709682951
376,kasongo-lunda,-6.4667,16.8167,20.95,97,62,1.01,CD,1709683418
377,dudinka,69.4058,86.1778,-14.1,92,97,4.02,RU,1709682912
378,sartana,47.1744,37.6927,6.03,100,95,4.08,UA,1709683419
379,obihiro,42.9172,143.2044,-10.33,80,42,0.5,JP,1709683419
380,uyuni,-20.4597,-66.825,10.81,70,93,6.18,BO,1709683419
381,okhotsk,59.3833,143.3,-10.5,93,100,3.39,RU,1709682991
382,mabaruma,8.2,-59.7833,25.59,75,42,2.72,GY,1709683420
383,lushun,38.8,121.2667,0.12,43,50,9.12,CN,1709683420
384,naze,28.3667,129.4833,17.51,91,97,5.57,JP,1709683005
385,raduzhny,62.0961,77.475,-22.59,98,95,4.46,RU,1709683420
386,amos,48.5669,-78.1162,-3.31,95,100,1.72,CA,1709683371
387,moree,-29.4667,149.85,26.27,49,1,3.09,AU,1709683421
388,sao tome,0.3365,6.7273,28.1,81,95,2.98,ST,1709683421
389,bria,6.5423,21.9863,23.91,20,33,1.44,CF,1709683421
390,boquete,8.7833,-82.4333,22.88,95,94,0.89,PA,1709683421
391,berwick-upon-tweed,55.7833,-2.0,6.11,93,97,5.11,GB,1709683421
392,watertown,42.3709,-71.1828,6.38,92,100,3.6,US,1709683367
393,saudarkrokur,65.7461,-19.6394,-1.48,88,87,3.19,IS,1709682956
394,ust'-kulom,61.6864,53.6902,-15.18,99,100,1.38,RU,1709683422
395,la cruz,23.9167,-106.9,24.16,46,17,4.26,MX,1709683422
396,eirunepe,-6.6603,-69.8736,25.97,87,88,1.03,BR,1709683422
397,lamu,-2.2717,40.902,27.62,79,13,5.0,KE,1709683012
398,urangan,-25.3,152.9,25.87,62,42,8.22,AU,1709683423
399,beyneu,45.3167,55.2,0.93,84,23,4.14,KZ,1709683423
400,brigantine,39.4101,-74.3646,10.11,93,100,3.09,US,1709683423
401,bangassou,4.7413,22.8184,24.27,27,53,2.41,CF,1709683423
402,gisborne,-38.6533,178.0042,17.8,48,27,6.45,NZ,1709683423
403,kasongo,-4.45,26.6667,20.04,94,95,1.1,CD,1709683424
404,acapulco de juarez,16.8634,-99.8901,26.88,61,0,4.59,MX,1709682719
405,fale old settlement,-9.3852,-171.2468,29.32,72,13,4.81,TK,1709682961
406,veinticinco de mayo,-35.4323,-60.1727,17.21,57,2,0.89,AR,1709683424
407,ndele,8.4109,20.6473,26.25,19,88,2.19,CF,1709683424
408,sebastopol,44.6,33.5333,8.5,79,89,1.85,UA,1709683425
409,kitee,62.1,30.15,-6.55,99,64,1.99,FI,1709683425
410,saint-gaudens,43.0833,0.6667,5.01,87,30,3.09,FR,1709683425
411,stonehaven,56.9637,-2.2118,6.29,94,100,5.8,GB,1709683426
412,meraux,29.933,-89.9498,20.56,80,0,6.69,US,1709683426
413,rikaze,29.25,88.8833,-3.75,23,11,1.89,CN,1709683426
414,sittwe,20.15,92.9,21.48,60,1,4.72,MM,1709682937
415,labuan,5.2767,115.2417,27.2,88,20,0.51,MY,1709683426
416,haqqulobod,40.9167,72.1167,1.29,60,96,1.76,UZ,1709683427
417,natal,-5.795,-35.2094,26.12,89,20,2.06,BR,1709683215
418,puerto baquerizo moreno,-0.9,-89.6,26.02,72,27,2.01,EC,1709682972
419,isabela,6.7085,121.9711,27.03,67,39,0.77,PH,1709683427
420,ad dabbah,18.05,30.95,22.28,12,6,5.11,SD,1709683427
421,imbituba,-28.24,-48.6703,19.97,91,100,2.92,BR,1709683377
422,guayaramerin,-10.8368,-65.3614,24.55,94,73,0.19,BO,1709683428
423,shahpura,27.3833,75.9667,10.62,29,81,1.81,IN,1709683428
424,colonia,50.9333,6.95,6.64,88,20,1.03,DE,1709682978
425,wamba,8.9333,8.6,29.2,32,95,1.09,NG,1709683428
426,andalgala,-27.5819,-66.3165,18.29,76,76,2.52,AR,1709683429
427,yaren,-0.5472,166.916,28.22,77,100,3.8,NR,1709682939
428,zaragoza,41.6561,-0.8773,8.9,55,0,1.54,ES,1709683149
429,alice springs,-23.7,133.8833,32.34,45,71,4.63,AU,1709682932
430,mooirivier,-29.2082,29.9946,11.25,97,30,1.8,ZA,1709683429
431,taoudenni,22.6783,-3.9836,22.19,13,1,5.08,ML,1709682934
432,port saint john's,-31.6229,29.5448,21.39,68,65,3.42,ZA,1709682983
433,olbia,40.9214,9.4856,11.03,71,0,3.09,IT,1709683430
434,al balyana,26.2357,32.0035,16.12,26,0,2.58,EG,1709683430
435,kalabo,-14.97,22.6814,22.11,77,99,2.92,ZM,1709683430
436,tyazhinskiy,56.116,88.524,-6.05,85,100,6.24,RU,1709683430
437,greenfield,42.9614,-88.0126,5.9,67,75,8.23,US,1709683371
438,xining,36.6167,101.7667,-5.69,62,91,0.7,CN,1709683431
439,puerto princesa,9.7392,118.7353,23.99,88,20,3.09,PH,1709683140
440,katsuura,35.1333,140.3,7.89,89,100,15.24,JP,1709683431
441,waddan,29.1614,16.139,12.61,32,6,1.55,LY,1709683431
442,budennovsk,44.7839,44.1658,1.54,89,78,2.85,RU,1709683432
443,tshabong,-26.05,22.45,18.4,24,22,4.37,BW,1709683432
444,sabang,5.8933,95.3214,27.75,76,100,1.91,ID,1709683432
445,ajaokuta,7.5623,6.655,28.95,72,97,3.71,NG,1709683432
446,zuunmod,47.7069,106.9528,-21.43,97,96,1.13,MN,1709683432
447,yuxi,24.355,102.5422,9.82,51,0,0.65,CN,1709683433
448,gordonvale,-17.0936,145.7842,31.61,96,100,2.86,AU,1709683433
449,loukhi,66.0764,33.0381,-10.02,99,91,1.38,RU,1709683433
450,sao martinho,39.5144,-9.1311,8.32,78,21,0.91,PT,1709683433
451,kaspiysk,42.8816,47.6392,1.1,100,40,3.0,RU,1709683433
452,ayacucho,-13.1583,-74.2239,19.92,56,75,1.03,PE,1709683002
453,basco,20.4487,121.9702,25.7,79,2,5.83,PH,1709683434
454,hobbs,32.7026,-103.136,22.67,12,83,1.79,US,1709683434
455,kijang,35.2442,129.2139,6.85,69,98,7.62,KR,1709683434
456,miles city,46.4083,-105.8406,2.54,69,75,7.2,US,1709683434
457,casablanca,33.5928,-7.6192,15.18,77,99,2.68,MA,1709682922
458,pokrovsk,48.282,37.1758,3.64,75,100,3.28,UA,1709683435
459,brookings,44.3114,-96.7984,9.0,42,0,6.17,US,1709683032
460,dawei,14.0833,98.2,20.04,88,70,1.7,MM,1709683435
461,praia da vitoria,38.7333,-27.0667,14.14,88,75,7.17,PT,1709682970
462,puerto aysen,-45.4,-72.7,9.17,97,84,2.53,CL,1709683435
463,sampit,-2.5333,112.95,24.36,99,95,0.81,ID,1709683436
464,quelimane,-17.8786,36.8883,24.6,96,86,2.1,MZ,1709683436
465,codrington,-38.2667,141.9667,22.42,45,3,2.97,AU,1709682940
466,marsh harbour,26.5412,-77.0636,23.29,82,100,6.33,BS,1709683436
467,reinosa,42.9996,-4.138,1.75,88,19,1.2,ES,1709683437
468,coxim,-18.5067,-54.76,24.68,64,76,2.16,BR,1709683437
469,selkirk,50.1436,-96.8845,-9.96,53,44,0.89,CA,1709682725
470,auki,-8.7676,160.7034,28.81,79,95,0.16,SB,1709683437
471,rawson,-43.3002,-65.1023,17.87,57,100,14.12,AR,1709683437
472,linjiang,41.8069,126.9078,-6.17,69,22,0.81,CN,1709683438
473,burutu,5.3509,5.5076,28.02,84,100,3.92,NG,1709682944
474,paraiba do sul,-22.1619,-43.2928,23.21,93,69,0.84,BR,1709683438
475,kolonia,50.9333,6.95,6.64,88,20,1.03,DE,1709683209
476,alexandria,31.2156,29.9553,15.3,67,1,5.27,EG,1709683438
477,khandyga,62.6667,135.6,-28.89,98,96,0.16,RU,1709683438
478,usogorsk,63.4106,48.6872,-8.52,92,97,1.96,RU,1709683439
479,reedsburg,43.5325,-90.0026,8.3,33,0,2.06,US,1709683439
480,levski,43.3667,25.1333,6.15,81,71,0.85,BG,1709683439
481,danjiangkou,32.5428,111.5086,7.15,77,100,2.35,CN,1709683439
482,bulach,47.522,8.5405,6.04,91,75,3.6,CH,1709683439
483,sao joao da barra,-21.6403,-41.0511,27.05,90,4,4.34,BR,1709683440
484,daru,-9.0763,143.2092,29.38,78,90,0.26,PG,1709682912
485,baley,51.6,116.6333,-18.69,96,56,0.8,RU,1709683440
486,northam,51.0333,-4.2167,4.1,95,4,2.22,GB,1709682986
487,hobyo,5.3505,48.5268,26.98,79,22,4.24,SO,1709682991
488,ivdel',60.6911,60.4206,-20.45,99,27,1.34,RU,1709683440
489,ebon,4.582,168.6964,27.85,79,99,10.92,MH,1709683441
490,amberieu-en-bugey,45.9589,5.3432,3.99,95,99,0.95,FR,1709683441
491,hadibu,12.65,54.0333,25.43,82,51,1.52,YE,1709682943
492,sao gabriel da cachoeira,-0.1303,-67.0892,27.09,77,79,0.87,BR,1709683441
493,fort irwin,35.2627,-116.6848,19.9,22,0,3.6,US,1709683442
494,yarmouth,41.7057,-70.2286,11.65,97,100,3.6,US,1709682939
495,mar del plata,-38.0023,-57.5575,15.01,69,0,3.09,AR,1709683443
496,mostaganem,35.9311,0.0892,13.73,78,100,1.11,DZ,1709683443
497,beloyarskiy,63.7119,66.6722,-22.78,98,99,2.68,RU,1709683449
498,port macquarie,-31.4333,152.9167,26.05,61,53,3.23,AU,1709683460
499,anenii noi,46.8789,29.2247,3.34,73,28,2.32,MD,1709683460
500,argo,37.6333,22.7333,13.21,76,20,1.72,GR,1709682653
501,usinsk,65.9939,57.5281,-23.29,100,95,3.13,RU,1709683460
502,maputo,-25.9653,32.5892,27.82,74,0,3.13,MZ,1709683471
503,kuleshovka,47.078,39.5579,8.01,57,90,3.87,RU,1709683471
504,barinas,8.6226,-70.2075,31.76,36,64,1.01,VE,1709683471
505,bende,5.5572,7.6368,25.01,85,100,1.42,NG,1709683472
506,huarmey,-10.0681,-78.1522,24.43,77,77,3.27,PE,1709683479
507,priozersk,61.0393,30.1291,-3.28,69,19,2.19,RU,1709683481
508,kununurra,-15.7667,128.7333,26.99,94,100,2.57,AU,1709682974
509,mana,5.6592,-53.7767,26.12,85,92,4.02,GF,1709683482
510,mashpee,41.6484,-70.4811,11.55,98,100,5.14,US,1709683405
511,nova olimpia,-14.7972,-57.2881,24.61,85,100,1.07,BR,1709683482
512,polyarnyy,69.1989,33.4478,-1.83,87,100,2.41,RU,1709682980
513,ust'-ilimsk,58.0006,102.6619,-17.38,100,91,2.12,RU,1709683026
514,sabzevar,36.2126,57.6819,3.07,87,56,0.61,IR,1709683483
515,tucupita,9.0622,-62.051,27.37,62,56,3.8,VE,1709683483
516,jiayuguan,39.8167,98.3,-5.4,54,36,1.82,CN,1709683484
517,juticalpa,14.65,-86.2,36.08,28,0,3.07,HN,1709683484
518,alvaraes,-3.2208,-64.8042,28.93,80,96,1.27,BR,1709683484
519,talpa de allende,20.3833,-104.8167,23.71,29,38,1.94,MX,1709683485
520,greenwood,34.1668,-82.1165,18.34,74,100,0.0,US,1709683485
521,malvan,16.0667,73.4667,23.29,63,67,4.86,IN,1709682950
522,bansdih,25.8833,84.2167,12.35,33,0,3.86,IN,1709683485
523,pago pago,-14.2781,-170.7025,28.34,76,73,6.06,AS,1709683235
524,tarakan,3.3,117.6333,27.72,83,40,2.57,ID,1709683485
525,sydney,-33.8679,151.2073,27.97,62,0,5.14,AU,1709683102
526,taman',45.2117,36.7161,9.68,85,100,4.78,RU,1709683490
527,laguna,38.421,-121.4238,17.09,55,100,5.14,US,1709682937
528,kapa'a,22.0752,-159.319,26.99,67,20,8.23,US,1709682920
529,sulak,43.2734,47.5146,4.24,87,38,6.2,RU,1709683491
530,kuqa,41.7278,82.9364,0.09,50,25,1.76,CN,1709683235
531,camana,-16.6228,-72.7111,23.13,85,100,2.28,PE,1709683492
532,prineville,44.2999,-120.8345,4.47,54,40,2.68,US,1709683492
533,panaba,21.2833,-88.2667,30.79,46,12,7.67,MX,1709683493
534,yanam,16.7333,82.2167,20.23,94,54,0.77,IN,1709683494
535,pikalevo,59.5183,34.1664,-12.38,98,47,1.12,RU,1709683494
536,rijau,11.103,5.2507,31.98,22,73,1.16,NG,1709683496
537,onega,63.9061,38.1404,-4.52,96,99,0.99,RU,1709683497
538,hinton,53.4001,-117.5857,-9.0,92,100,2.24,CA,1709683261
539,shimoda,34.6667,138.95,7.84,83,100,10.4,JP,1709683498
540,fort bragg,35.139,-79.006,20.91,66,0,1.54,US,1709682983
541,khandud,36.9513,72.318,-14.64,89,100,1.23,AF,1709683498
542,curaca,-8.9903,-39.9094,30.07,47,91,4.19,BR,1709683499
543,charters towers,-20.1,146.2667,27.26,64,5,5.94,AU,1709683499
544,harper,4.375,-7.7169,26.48,86,71,1.82,LR,1709683499
545,mirny,62.5353,113.9611,-22.79,100,100,1.15,RU,1709683037
546,raja,8.4596,25.678,24.8,15,33,1.58,SS,1709683033
547,jilib,0.4883,42.7854,26.4,85,15,3.75,SO,1709683500
548,changzhi,35.2089,111.7386,5.03,85,98,0.27,CN,1709683500
549,rengasdengklok,-6.1592,107.2981,26.07,86,100,0.45,ID,1709683500
550,calingasta,-31.3308,-69.4078,24.47,44,0,3.68,AR,1709683500
551,eenhana,-17.4667,16.3333,22.55,30,4,3.06,NA,1709683500
552,thunder bay,48.4001,-89.3168,2.99,51,40,2.57,CA,1709683008
553,karoi,-16.8099,29.6925,18.93,85,63,2.14,ZW,1709683501
554,mtwara,-10.2667,40.1833,26.63,94,20,1.03,TZ,1709683501
555,gladewater,32.5365,-94.9427,26.49,38,0,0.0,US,1709683501
556,tuy hoa,13.0833,109.3,24.62,81,28,2.37,VN,1709683501
557,trebinje,42.7119,18.3442,10.2,87,20,4.12,BA,1709683502
558,oriximina,-1.7656,-55.8661,26.65,81,82,1.51,BR,1709683502
559,copiapo,-27.3667,-70.3333,17.83,55,0,1.78,CL,1709683502
560,san julian,21.0167,-102.1667,23.48,12,63,5.45,MX,1709683502
561,zajecar,43.9036,22.2641,8.09,79,87,0.79,RS,1709683503
562,nuevo baztan,40.3673,-3.2413,8.03,76,1,0.28,ES,1709683503
563,vila do maio,15.1333,-23.2167,22.44,72,49,6.52,CV,1709683503
564,masjed soleyman,31.9364,49.3039,13.61,59,1,1.2,IR,1709683504
565,chorbane,35.2858,10.3858,11.78,75,13,4.17,TN,1709683504
566,broken hill,-31.95,141.4333,30.83,12,60,3.91,AU,1709682932
567,clearwater,27.9659,-82.8001,25.12,81,100,3.13,US,1709683504
568,araripe,-7.2125,-40.0461,23.3,74,100,1.14,BR,1709683505
569,papao,-17.75,-149.55,29.82,77,48,4.26,PF,1709683006
570,anna regina,7.2644,-58.5077,26.5,73,47,4.28,GY,1709682935
571,burabay,53.0838,70.3138,-14.62,96,55,2.95,KZ,1709682966
572,zhangjiajie,29.1294,110.4783,7.91,88,100,1.09,CN,1709683505
573,kupang,-10.1667,123.5833,29.32,94,40,0.51,ID,1709683506
574,teluknaga,-6.0989,106.6381,28.43,94,20,2.06,ID,1709683506
